recdate,comptextkind,textcat,textsubcat,text,cokey,cotextkey
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Bragg component makes up 85 percent of the map unit. Slopes are 2 to 6 percent. This component is on leveled land, scalped areas, low ridges on marine terraces, coastal plains. The parent material consists of loamy mine spoil or earthy fill. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent.  Nonirrigated land capability classification is 3e.  This soil does not meet hydric criteria.   ",17728599,17699518
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Carteret, tidal component makes up 85 percent of the map unit. Slopes are 0 to 2 percent. This component is on tidal flats, esturaries. The parent material consists of sandy fluviomarine deposits and/or eolian sands. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is very poorly drained.  Water movement in the most restrictive layer is high. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is low. This soil is frequently flooded. It is not ponded. A seasonal zone of water saturation is at 6 inches during January, February, March, April, May, June, July, August, September, October, November, December. Organic matter content in the surface horizon is about 1 percent.  Nonirrigated land capability classification is 8w.  This soil meets hydric criteria.  The soil has a strongly saline horizon within 30 inches of the soil surface. The soil has a maximum sodium adsorption ratio of 37 within 30 inches of the soil surface.",17728595,17699514
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Chowan, undrained component makes up 90 percent of the map unit. Slopes are 0 to 2 percent. This component is on flood plains, coastal plains. The parent material consists of silty alluvium over herbaceous organic material and/or woody organic material. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is very poorly drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is very high.  Shrink-swell potential is low. This soil is frequently flooded. It is not ponded. A seasonal zone of water saturation is at 6 inches during January, February, March, November, December. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 7w.  This soil meets hydric criteria.   ",17728552,17699471
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Croatan component makes up 87 percent of the map unit. Slopes are 0 to 2 percent. This component is on pocosins, broad flats, Carolina Bays, coastal plains. The parent material consists of herbaceous organic material over loamy fluviomarine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is very poorly drained.  Water movement in the most restrictive layer is low.  Available water to a depth of 60 inches (or restricted depth) is very high.  Shrink-swell potential is low. This soil is not flooded. It is frequently ponded. A seasonal zone of water saturation is at 0 inches during January, February, March, November, December. Organic matter content in the surface horizon is about 43 percent.  Nonirrigated land capability classification is 7w.  This soil meets hydric criteria.   ",17728600,17699519
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pantego soil is a minor component.,17728601,17699520
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Torhunta soil is a minor component.,17728602,17699521
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Carteret, high soil is a minor component.",17728561,17699480
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Duckston soil is a minor component.,17728562,17699481
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Corolla component makes up 85 percent of the map unit. Slopes are 0 to 6 percent. This component is on troughs on barrier islands, coastal plains. The parent material consists of eolian sands and/or beach sand. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is moderately well drained.  Water movement in the most restrictive layer is very high. Available water to a depth of 60 inches (or restricted depth) is very low. Shrink-swell potential is low. This soil is rarely flooded. It is not ponded. A seasonal zone of water saturation is at 24 inches during January, February, December. Organic matter content in the surface horizon is about 1 percent.  Nonirrigated land capability classification is 7s.  This soil does not meet hydric criteria.  The soil has a moderately saline horizon within 30 inches of the soil surface. The soil has a maximum sodium adsorption ratio of 14 within 30 inches of the soil surface.",17728563,17699482
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Dorovan component makes up 80 percent of the map unit. Slopes are 0 to 1 percent. This component is on flood plains, coastal plains. The parent material consists of woody organic material. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is very poorly drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is very high.  Shrink-swell potential is low. This soil is frequently flooded. It is frequently ponded. A seasonal zone of water saturation is at 0 inches during January, February, March, April, May, June, July, August, September, October, November, December. Organic matter content in the surface horizon is about 50 percent.  Nonirrigated land capability classification is 7w.  This soil meets hydric criteria.   ",17728533,17699452
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Duckston component makes up 90 percent of the map unit. Slopes are 0 to 2 percent. This component is on depressions, barrier islands. The parent material consists of eolian sands and/or beach sand. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is very high. Available water to a depth of 60 inches (or restricted depth) is very low. Shrink-swell potential is low. This soil is occasionally flooded. It is not ponded. A seasonal zone of water saturation is at 3 inches during January, February, March, April, May, June, July, August, September, October, November, December. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 7w.  This soil meets hydric criteria.  The soil has a moderately saline horizon within 30 inches of the soil surface. The soil has a maximum sodium adsorption ratio of 14 within 30 inches of the soil surface.",17728541,17699460
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Foreston component makes up 80 percent of the map unit. Slopes are 0 to 2 percent. This component is on broad interstream divides on marine terraces, coastal plains. The parent material consists of loamy and sandy marine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is moderately well drained.  Water movement in the most restrictive layer is moderately low.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 24 inches during January, February. Organic matter content in the surface horizon is about 1 percent.  Nonirrigated land capability classification is 2w.  This soil does not meet hydric criteria.   ",17728575,17699494
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Woodington, undrained soil is a minor component.",17728576,17699495
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Lynchburg soil is a minor component.,17728603,17699522
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Goldsboro component makes up 87 percent of the map unit. Slopes are 0 to 2 percent. This component is on marine terraces, coastal plains. The parent material consists of loamy marine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is moderately well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 0 inches during March. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 2w.  This soil does not meet hydric criteria.   ",17728604,17699523
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Norfolk soil is a minor component.,17728605,17699524
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Grifton, undrained component makes up 80 percent of the map unit. Slopes are 0 to 2 percent. This component is on depressions, coastal plains. The parent material consists of loamy fluviomarine deposits over marly sandy and clayey alluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is rarely ponded. A seasonal zone of water saturation is at 0 inches during January, February. Organic matter content in the surface horizon is about 3 percent.  Nonirrigated land capability classification is 6w.  This soil meets hydric criteria.   ",17728555,17699474
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Grifton, drained component makes up 10 percent of the map unit. Slopes are 0 to 2 percent. This component is on depressions, coastal plains. The parent material consists of loamy fluviomarine deposits over marly sandy and clayey alluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 0 inches during January, February. Organic matter content in the surface horizon is about 3 percent.  Nonirrigated land capability classification is 3w.  This soil meets hydric criteria.   ",17728556,17699475
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Johns component makes up 90 percent of the map unit. Slopes are 0 to 2 percent. This component is on low stream terraces, coastal plains. The parent material consists of loamy alluvium over sandy alluvium. Depth to a root restrictive layer, strongly contrasting textural stratification, is 20 to 40 inches. The natural drainage class is moderately well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 24 inches during January, February. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 2w.  This soil does not meet hydric criteria.   ",17728534,17699453
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Lumbee, undrained soil is a minor component.",17728535,17699454
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Kureb component makes up 85 percent of the map unit. Slopes are 0 to 6 percent. This component is on rims on Carolina Bays, low ridges on marine terraces, coastal plains. The parent material consists of eolian sands and/or sandy fluviomarine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is excessively drained.  Water movement in the most restrictive layer is high. Available water to a depth of 60 inches (or restricted depth) is very low. Shrink-swell potential is low. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent.  Nonirrigated land capability classification is 7s.  This soil does not meet hydric criteria.   ",17728582,17699501
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Leon soil is a minor component.,17728583,17699502
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Murville, undrained soil is a minor component.",17728584,17699503
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Longshoal, tidal component makes up 90 percent of the map unit. Slopes are 0 to 1 percent. This component is on tidal marshes, esturaries. The parent material consists of thick herbaceous organic material over fluviomarine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is very poorly drained.  Water movement in the most restrictive layer is high.  Available water to a depth of 60 inches (or restricted depth) is very high.  Shrink-swell potential is low. This soil is very frequently flooded. It is not ponded. A seasonal zone of water saturation is at 6 inches during January, February, March, April, May, June, July, August, September, October, November, December. Organic matter content in the surface horizon is about 50 percent.  Nonirrigated land capability classification is 8w.  This soil meets hydric criteria.  The soil has a strongly saline horizon within 30 inches of the soil surface. The soil has a maximum sodium adsorption ratio of 37 within 30 inches of the soil surface.",17728547,17699466
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Leon component makes up 80 percent of the map unit. Slopes are 0 to 2 percent. This component is on flats on marine terraces, coastal plains. The parent material consists of sandy fluviomarine deposits and/or eolian sands. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 6 inches during January, February, March, April, December. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 4w.  This soil meets hydric criteria.   ",17728542,17699461
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Murville, undrained soil is a minor component.",17728543,17699462
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Lumbee, undrained component makes up 10 percent of the map unit. Slopes are 0 to 2 percent. This component is on backswamps on stream terraces, coastal plains. The parent material consists of loamy alluvium over sandy alluvium. Depth to a root restrictive layer, strongly contrasting textural stratification, is 20 to 40 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is rarely flooded. It is occasionally ponded. A seasonal zone of water saturation is at 6 inches during January, February, March, April, December. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 6w.  This soil meets hydric criteria.   ",17728553,17699472
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Lumbee, drained component makes up 80 percent of the map unit. Slopes are 0 to 2 percent. This component is on backswamps on stream terraces, coastal plains. The parent material consists of loamy alluvium over sandy alluvium. Depth to a root restrictive layer, strongly contrasting textural stratification, is 20 to 40 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is rarely flooded. It is not ponded. A seasonal zone of water saturation is at 0 inches during January, February, December. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 3w.  This soil meets hydric criteria.   ",17728554,17699473
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Goldsboro soil is a minor component.,17728607,17699526
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Rains, drained soil is a minor component.",17728608,17699527
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Lynchburg component makes up 82 percent of the map unit. Slopes are 0 to 2 percent. This component is on marine terraces on coastal plains. The parent material consists of loamy marine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is somewhat poorly drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 6 inches during January, February, March, April, November, December. Organic matter content in the surface horizon is about 3 percent.  Nonirrigated land capability classification is 2w.  This soil does not meet hydric criteria.   ",17728609,17699528
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Rains, undrained soil is a minor component.",17728610,17699529
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Mandarin component makes up 80 percent of the map unit. Slopes are 0 to 2 percent. This component is on flats on marine terraces, coastal plains. The parent material consists of sandy fluviomarine deposits and/or eolian sands. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is somewhat poorly drained.  Water movement in the most restrictive layer is moderately high. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 18 inches during January, February. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 6s.  This soil does not meet hydric criteria.   ",17728592,17699511
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Murville, undrained soil is a minor component.",17728593,17699512
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Leon soil is a minor component.,17728594,17699513
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Muckalee, undrained component makes up 80 percent of the map unit. Slopes are 0 to 2 percent. This component is on flood plains, coastal plains. The parent material consists of sandy and loamy alluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is frequently flooded. It is not ponded. A seasonal zone of water saturation is at 6 inches during January, February, March, December. Organic matter content in the surface horizon is about 4 percent.  Nonirrigated land capability classification is 5w.  This soil meets hydric criteria.   ",17728585,17699504
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Murville, undrained component makes up 80 percent of the map unit. Slopes are 0 to 2 percent. This component is on depressions on marine terraces, coastal plains. The parent material consists of sandy fluviomarine deposits and/or eolian sands. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is very poorly drained.  Water movement in the most restrictive layer is high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is rarely flooded. It is frequently ponded. A seasonal zone of water saturation is at 0 inches during January, February, March, April, December. Organic matter content in the surface horizon is about 12 percent.  Nonirrigated land capability classification is 5w.  This soil meets hydric criteria.   ",17728598,17699517
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Newhan component makes up 85 percent of the map unit. Slopes are 2 to 30 percent. This component is on dunes, barrier islands. The parent material consists of eolian sands and/or beach sand. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is excessively drained.  Water movement in the most restrictive layer is very high. Available water to a depth of 60 inches (or restricted depth) is very low. Shrink-swell potential is low. This soil is rarely flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 0 percent.  Nonirrigated land capability classification is 8s.  This soil does not meet hydric criteria.  The soil has a moderately saline horizon within 30 inches of the soil surface. The soil has a maximum sodium adsorption ratio of 14 within 30 inches of the soil surface.",17728577,17699496
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Beaches soil is a minor component.,17728578,17699497
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Newhan component makes up 85 percent of the map unit. Slopes are 2 to 30 percent. This component is on dune slacks, dunes. The parent material consists of sandy dredge spoils. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is excessively drained.  Water movement in the most restrictive layer is very high. Available water to a depth of 60 inches (or restricted depth) is very low. Shrink-swell potential is low. This soil is rarely flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 0 percent.  Nonirrigated land capability classification is 8s.  This soil does not meet hydric criteria.  The soil has a moderately saline horizon within 30 inches of the soil surface. The soil has a maximum sodium adsorption ratio of 14 within 30 inches of the soil surface.",17728548,17699467
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Woodington, undrained soil is a minor component.",17728544,17699463
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Norfolk component makes up 85 percent of the map unit. Slopes are 2 to 6 percent. This component is on broad interstream divides on marine terraces, low ridges on marine terraces, coastal plains. The parent material consists of loamy marine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 48 inches during January, February, March, December. Organic matter content in the surface horizon is about 1 percent.  Nonirrigated land capability classification is 2e.  This soil does not meet hydric criteria.   ",17728545,17699464
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Muckalee, undrained soil is a minor component.",17728546,17699465
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Rains, undrained soil is a minor component.",17728566,17699485
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Woodington, undrained soil is a minor component.",17728567,17699486
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Onslow component makes up 80 percent of the map unit. Slopes are 0 to 2 percent. This component is on broad interstream divides on marine terraces, coastal plains. The parent material consists of loamy and sandy marine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is moderately well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 24 inches during January, February, March. Organic matter content in the surface horizon is about 1 percent.  Nonirrigated land capability classification is 2w.  This soil does not meet hydric criteria.   ",17728568,17699487
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Pactolus component makes up 90 percent of the map unit. Slopes are 0 to 2 percent. This component is on low ridges on stream terraces, coastal plains. The parent material consists of eolian sands and/or sandy fluviomarine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is moderately well drained.  Water movement in the most restrictive layer is high. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is low. This soil is rarely flooded. It is not ponded. A seasonal zone of water saturation is at 24 inches during January, February, March. Organic matter content in the surface horizon is about 1 percent.  Nonirrigated land capability classification is 3s.  This soil does not meet hydric criteria.   ",17728589,17699508
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Murville, undrained soil is a minor component.",17728590,17699509
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Lumbee, undrained soil is a minor component.",17728611,17699530
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Leon soil is a minor component.,17728612,17699531
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Pantego, undrained component makes up 10 percent of the map unit. Slopes are 0 to 2 percent. This component is on flats on marine terraces, coastal plains. The parent material consists of loamy marine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is very poorly drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is high.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 0 inches during January, February. Organic matter content in the surface horizon is about 13 percent.  Nonirrigated land capability classification is 6w.  This soil meets hydric criteria.   ",17728565,17699484
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Pantego, drained component makes up 80 percent of the map unit. Slopes are 0 to 2 percent. This component is on flats on marine terraces, coastal plains. The parent material consists of loamy marine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is very poorly drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is high.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 0 inches during January, February, December. Organic matter content in the surface horizon is about 13 percent.  Nonirrigated land capability classification is 3w.  This soil meets hydric criteria.   ",17728591,17699510
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Pits is a miscellaneous area.,17728536,17699455
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"The Rains, undrained component makes up 70 percent of the map unit. Slopes are 0 to 2 percent. This component is on marine terraces, coastal plains. The parent material consists of loamy marine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is poorly drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is high.  Shrink-swell potential is low. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 6 inches during January, February, March, April, December. Organic matter content in the surface horizon is about 2 percent.  Nonirrigated land capability classification is 4w.  This soil meets hydric criteria.   ",17728579,17699498
08/14/2019 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Pantego, ponded soil is a minor component.",17728580,17699499
